,pokedex_number_x,pokedex_number_y,Winner_number
8822,43,627,627
8823,72,627,72
8824,89,627,627
8825,105,627,627
8826,125,627,125
8827,129,627,627
8828,135,627,135
8829,156,627,156
8830,156,627,156
8831,166,627,166
8832,177,627,177
8833,182,627,627
8834,184,627,627
8835,185,627,627
8836,192,627,627
8837,206,627,627
8838,215,627,215
8839,264,627,264
8840,288,627,288
8841,289,627,289
8842,290,627,627
8843,293,627,627
8844,295,627,295
8845,296,627,627
8846,307,627,627
8847,319,627,319
8848,334,627,334
8849,341,627,627
8850,350,627,350
8851,366,627,627
8852,373,627,373
8853,377,627,627
8854,388,627,627
8855,390,627,390
8856,390,627,390
8857,418,627,418
8858,428,627,428
8859,432,627,432
8860,446,627,446
8861,450,627,627
8862,505,627,505
8863,510,627,510
8864,512,627,512
8865,515,627,515
8866,519,627,627
8867,536,627,627
8868,580,627,627
8869,587,627,587
8870,587,627,587
8871,588,627,627
8872,595,627,595
8873,596,627,596
8874,620,627,620
8875,628,627,628
8876,643,627,643
8877,662,627,662
8878,674,627,627
8879,679,627,627
8880,694,627,694
8881,714,627,627
8882,4,256,4
8883,11,256,256
8884,38,256,38
8885,47,256,256
8886,58,256,58
8887,64,256,256
8888,72,256,72
8889,74,256,256
8890,75,256,256
8891,77,256,77
8892,106,256,106
8893,109,256,256
8894,112,256,256
8895,119,256,119
8896,121,256,121
8897,129,256,256
8898,135,256,135
8899,151,256,151
8900,155,256,155
8901,175,256,256
8902,176,256,256
8903,180,256,256
8904,184,256,256
8905,196,256,196
8906,211,256,211
8907,218,256,256
8908,240,256,240
8909,248,256,248
8910,253,256,256
8911,264,256,264
8912,266,256,256
8913,274,256,274
8914,280,256,256
8915,281,256,256
8916,291,256,291
8917,295,256,295
8918,323,256,256
8919,332,256,256
8920,353,256,256
8921,361,256,256
8922,366,256,256
8923,380,256,380
8924,384,256,384
8925,401,256,256
8926,407,256,407
8927,408,256,408
8928,414,256,414
8929,426,256,426
8930,437,256,256
8931,453,256,256
8932,471,256,471
8933,484,256,484
8934,488,256,488
8935,567,256,567
8936,572,256,572
8937,577,256,256
8938,585,256,585
8939,609,256,609
8940,615,256,256
8941,621,256,256
8942,634,256,634
8943,652,256,652
8944,653,256,653
8945,671,256,671
8946,682,256,256
8947,687,256,687
8948,717,256,717
8949,4,248,4
8950,5,248,5
8951,12,248,12
8952,24,248,24
8953,25,248,25
8954,29,248,248
8955,36,248,248
8956,43,248,248
8957,49,248,49
8958,54,248,248
8959,74,248,248
8960,76,248,248
8961,77,248,77
8962,97,248,97
8963,131,248,248
8964,158,248,248
8965,175,248,248
8966,176,248,248
8967,218,248,248
8968,219,248,248
8969,219,248,248
8970,259,248,248
8971,268,248,248
8972,273,248,248
8973,282,248,282
8974,292,248,248
8975,317,248,248
8976,337,248,248
8977,339,248,248
8978,368,248,248
8979,394,248,248
8980,428,248,428
8981,436,248,248
8982,466,248,466
8983,469,248,469
8984,486,248,486
8985,494,248,494
8986,495,248,495
8987,500,248,500
8988,500,248,500
8989,522,248,522
8990,528,248,528
8991,540,248,248
8992,550,248,550
8993,583,248,248
8994,585,248,585
8995,589,248,248
8996,603,248,248
8997,625,248,625
8998,644,248,644
8999,668,248,248
9000,668,248,248
9001,688,248,248
9002,4,577,4
9003,15,577,15
9004,34,577,34
9005,46,577,46
9006,58,577,58
9007,61,577,61
9008,68,577,68
9009,91,577,91
9010,91,577,91
9011,124,577,124
9012,141,577,141
9013,184,577,184
9014,191,577,191
9015,194,577,577
9016,240,577,240
9017,247,577,247
9018,251,577,251
9019,260,577,260
9020,273,577,273
9021,301,577,301
9022,306,577,306
9023,323,577,323
9024,349,577,577
9025,356,577,356
9026,358,577,358
9027,366,577,366
9028,366,577,366
9029,387,577,387
9030,404,577,404
9031,421,577,421
9032,439,577,439
9033,443,577,443
9034,500,577,500
9035,504,577,504
9036,530,577,530
9037,535,577,535
9038,592,577,577
9039,595,577,595
9040,604,577,604
9041,606,577,606
9042,609,577,609
9043,617,577,617
9044,636,577,636
9045,655,577,655
9046,663,577,663
9047,685,577,685
9048,686,577,686
9049,4,43,4
9050,10,43,10
9051,23,43,23
9052,36,43,36
9053,64,43,64
9054,70,43,70
9055,70,43,70
9056,73,43,73
9057,114,43,114
9058,118,43,118
9059,138,43,138
9060,145,43,145
9061,161,43,43
9062,171,43,171
9063,179,43,179
9064,186,43,186
9065,203,43,203
9066,206,43,206
9067,216,43,216
9068,222,43,222
9069,226,43,226
9070,231,43,231
9071,232,43,232
9072,239,43,239
9073,246,43,246
9074,246,43,246
9075,255,43,255
9076,258,43,258
9077,269,43,269
9078,288,43,288
9079,295,43,295
9080,344,43,344
9081,347,43,347
9082,347,43,347
9083,349,43,43
9084,358,43,358
9085,362,43,362
9086,367,43,367
9087,383,43,383
9088,391,43,391
9089,427,43,427
9090,437,43,437
9091,446,43,446
9092,448,43,448
9093,477,43,477
9094,489,43,489
9095,489,43,489
9096,526,43,43
9097,529,43,529
9098,532,43,532
9099,558,43,558
9100,564,43,43
9101,565,43,565
9102,565,43,565
9103,571,43,571
9104,575,43,575
9105,592,43,592
9106,605,43,43
9107,614,43,614
9108,618,43,618
9109,622,43,622
9110,623,43,623
9111,638,43,638
9112,656,43,656
9113,673,43,673
9114,694,43,694
9115,708,43,708
9116,4,268,4
9117,8,268,8
9118,25,268,25
9119,28,268,28
9120,30,268,30
9121,38,268,38
9122,46,268,46
9123,64,268,268
9124,70,268,70
9125,85,268,85
9126,94,268,94
9127,106,268,106
9128,114,268,114
9129,154,268,154
9130,160,268,160
9131,171,268,171
9132,171,268,171
9133,191,268,191
9134,214,268,214
9135,222,268,222
9136,224,268,224
9137,230,268,230
9138,231,268,231
9139,245,268,245
9140,253,268,253
9141,270,268,270
9142,296,268,296
9143,314,268,314
9144,314,268,314
9145,329,268,329
9146,333,268,333
9147,337,268,337
9148,341,268,341
9149,343,268,343
9150,390,268,390
9151,422,268,422
9152,424,268,424
9153,438,268,268
9154,445,268,445
9155,446,268,446
9156,484,268,484
9157,494,268,494
9158,494,268,494
9159,498,268,498
9160,498,268,498
9161,503,268,503
9162,524,268,268
9163,569,268,569
9164,592,268,268
9165,614,268,614
9166,622,268,268
9167,638,268,638
9168,663,268,663
9169,688,268,688
9170,715,268,715
9171,4,605,4
9172,11,605,605
9173,11,605,605
9174,19,605,19
9175,23,605,23
9176,34,605,34
9177,44,605,44
9178,49,605,49
9179,51,605,51
9180,70,605,70
9181,79,605,605
9182,86,605,86
9183,92,605,92
9184,96,605,96
9185,103,605,103
9186,115,605,115
9187,129,605,605
9188,135,605,135
9189,177,605,177
9190,215,605,215
9191,222,605,222
9192,248,605,248
9193,260,605,260
9194,279,605,279
9195,284,605,284
9196,291,605,291
9197,293,605,605
9198,299,605,605
9199,304,605,605
9200,330,605,330
9201,334,605,334
9202,357,605,357
9203,360,605,605
9204,361,605,361
9205,369,605,369
9206,380,605,380
9207,383,605,383
9208,409,605,409
9209,429,605,429
9210,436,605,605
9211,437,605,437
9212,438,605,605
9213,458,605,458
9214,460,605,460
9215,489,605,489
9216,526,605,605
9217,540,605,540
9218,568,605,568
9219,576,605,576
9220,579,605,605
9221,595,605,595
9222,601,605,601
9223,609,605,609
9224,610,605,610
9225,615,605,615
9226,639,605,639
9227,650,605,650
9228,654,605,654
9229,661,605,661
9230,667,605,667
9231,668,605,668
9232,689,605,689
9233,703,605,703
9234,704,605,704
9235,705,605,705
9236,715,605,715
9237,4,686,4
9238,42,686,42
9239,63,686,686
9240,64,686,686
9241,72,686,72
9242,87,686,87
9243,111,686,686
9244,116,686,116
9245,128,686,128
9246,148,686,148
9247,160,686,160
9248,165,686,165
9249,176,686,686
9250,191,686,686
9251,208,686,686
9252,221,686,221
9253,227,686,227
9254,240,686,240
9255,252,686,252
9256,256,686,256
9257,260,686,260
9258,280,686,686
9259,309,686,309
9260,337,686,337
9261,353,686,686
9262,358,686,686
9263,366,686,686
9264,393,686,686
9265,409,686,409
9266,411,686,686
9267,418,686,418
9268,427,686,427
9269,440,686,686
9270,461,686,461
9271,467,686,467
9272,473,686,473
9273,517,686,686
9274,524,686,686
9275,525,686,686
9276,526,686,686
9277,532,686,686
9278,538,686,686
9279,550,686,550
9280,551,686,551
9281,565,686,686
9282,569,686,569
9283,569,686,569
9284,581,686,581
9285,589,686,589
9286,602,686,602
9287,638,686,638
9288,639,686,639
9289,680,686,686
9290,680,686,686
9291,721,686,721
9292,4,604,4
9293,19,604,19
9294,21,604,21
9295,28,604,28
9296,30,604,30
9297,38,604,38
9298,43,604,604
9299,56,604,56
9300,69,604,604
9301,70,604,70
9302,81,604,604
9303,111,604,111
9304,117,604,117
9305,117,604,117
9306,125,604,125
9307,126,604,126
9308,136,604,136
9309,139,604,139
9310,145,604,145
9311,146,604,146
9312,151,604,151
9313,156,604,156
9314,170,604,170
9315,175,604,604
9316,196,604,196
9317,202,604,604
9318,204,604,604
9319,206,604,604
9320,229,604,229
9321,267,604,267
9322,286,604,286
9323,296,604,604
9324,302,604,604
9325,303,604,604
9326,314,604,314
9327,320,604,320
9328,342,604,342
9329,345,604,604
9330,373,604,373
9331,376,604,376
9332,381,604,381
9333,397,604,397
9334,408,604,408
9335,412,604,604
9336,440,604,604
9337,446,604,604
9338,480,604,480
9339,486,604,486
9340,501,604,604
9341,502,604,502
9342,515,604,515
9343,522,604,522
9344,522,604,522
9345,569,604,569
9346,611,604,611
9347,635,604,635
9348,643,604,643
9349,650,604,604
9350,673,604,673
9351,692,604,604
9352,692,604,604
9353,695,604,695
9354,4,538,4
9355,6,538,6
9356,14,538,538
9357,47,538,538
9358,62,538,62
9359,65,538,65
9360,66,538,538
9361,96,538,538
9362,100,538,538
9363,104,538,538
9364,117,538,117
9365,159,538,159
9366,159,538,159
9367,166,538,166
9368,174,538,538
9369,184,538,184
9370,206,538,538
9371,240,538,240
9372,263,538,538
9373,272,538,272
9374,283,538,283
9375,286,538,286
9376,299,538,538
9377,300,538,300
9378,301,538,301
9379,319,538,319
9380,319,538,319
9381,363,538,538
9382,363,538,538
9383,388,538,538
9384,389,538,389
9385,395,538,395
9386,401,538,538
9387,411,538,538
9388,416,538,538
9389,435,538,435
9390,438,538,538
9391,444,538,444
9392,444,538,444
9393,457,538,457
9394,470,538,470
9395,471,538,471
9396,479,538,538
9397,481,538,481
9398,482,538,482
9399,499,538,499
9400,500,538,500
9401,519,538,538
9402,526,538,538
9403,528,538,528
9404,544,538,544
9405,550,538,550
9406,558,538,538
9407,562,538,562
9408,589,538,538
9409,628,538,628
9410,640,538,640
9411,653,538,653
9412,655,538,655
9413,662,538,662
9414,663,538,663
9415,663,538,663
9416,699,538,699
9417,699,538,699
9418,4,436,4
9419,12,436,12
9420,13,436,13
9421,18,436,18
9422,32,436,436
9423,32,436,436
9424,38,436,38
9425,46,436,46
9426,58,436,58
9427,66,436,66
9428,92,436,92
9429,109,436,436
9430,110,436,436
9431,112,436,112
9432,118,436,118
9433,142,436,142
9434,148,436,148
9435,149,436,149
9436,162,436,162
9437,178,436,178
9438,196,436,196
9439,200,436,200
9440,215,436,215
9441,244,436,244
9442,251,436,251
9443,261,436,261
9444,267,436,267
9445,287,436,287
9446,345,436,436
9447,350,436,350
9448,372,436,372
9449,381,436,381
9450,396,436,396
9451,437,436,437
9452,443,436,443
9453,446,436,446
9454,450,436,450
9455,451,436,436
9456,465,436,465
9457,479,436,479
9458,527,436,527
9459,529,436,529
9460,532,436,532
9461,579,436,579
9462,603,436,603
9463,623,436,623
9464,630,436,630
9465,656,436,656
9466,685,436,685
9467,691,436,436
9468,698,436,698
9469,705,436,705
9470,712,436,712
9471,4,150,150
9472,11,150,150
9473,25,150,150
9474,34,150,150
9475,48,150,150
9476,56,150,150
9477,62,150,150
9478,65,150,150
9479,76,150,150
9480,81,150,150
9481,93,150,150
9482,96,150,150
9483,118,150,150
9484,146,150,150
9485,153,150,150
9486,182,150,150
9487,188,150,150
9488,192,150,150
9489,222,150,150
9490,254,150,150
9491,268,150,150
9492,275,150,150
9493,278,150,150
9494,282,150,150
9495,283,150,150
9496,294,150,150
9497,296,150,150
9498,305,150,150
9499,307,150,150
9500,326,150,150
9501,339,150,150
9502,340,150,150
9503,343,150,150
9504,363,150,150
9505,367,150,150
9506,373,150,150
9507,396,150,150
9508,402,150,150
9509,462,150,150
9510,462,150,150
9511,467,150,150
9512,475,150,150
9513,490,150,150
9514,497,150,150
9515,498,150,150
9516,501,150,150
9517,502,150,150
9518,505,150,150
9519,530,150,150
9520,533,150,150
9521,542,150,150
9522,547,150,150
9523,569,150,150
9524,580,150,150
9525,590,150,150
9526,601,150,150
9527,609,150,150
9528,611,150,150
9529,613,150,150
9530,620,150,150
9531,624,150,624
9532,634,150,634
9533,637,150,150
9534,664,150,150
9535,698,150,150
9536,4,315,315
9537,18,315,18
9538,31,315,31
9539,48,315,315
9540,62,315,62
9541,62,315,62
9542,67,315,315
9543,70,315,315
9544,86,315,315
9545,86,315,315
9546,90,315,315
9547,95,315,95
9548,128,315,128
9549,162,315,162
9550,172,315,315
9551,175,315,315
9552,207,315,207
9553,230,315,230
9554,244,315,244
9555,259,315,315
9556,283,315,315
9557,334,315,334
9558,346,315,315
9559,367,315,315
9560,368,315,315
9561,391,315,391
9562,404,315,315
9563,407,315,407
9564,414,315,414
9565,427,315,427
9566,438,315,315
9567,517,315,315
9568,518,315,315
9569,519,315,315
9570,520,315,315
9571,529,315,529
9572,542,315,542
9573,557,315,315
9574,577,315,315
9575,581,315,581
9576,581,315,581
9577,588,315,315
9578,604,315,315
9579,605,315,315
9580,614,315,315
9581,632,315,632
9582,632,315,632
9583,633,315,315
9584,651,315,315
9585,662,315,662
9586,685,315,685
9587,691,315,315
9588,4,59,59
9589,13,59,59
9590,50,59,59
9591,51,59,51
9592,79,59,59
9593,111,59,59
9594,120,59,59
9595,123,59,123
9596,154,59,59
9597,165,59,59
9598,174,59,59
9599,176,59,59
9600,189,59,189
9601,197,59,59
9602,206,59,59
9603,212,59,59
9604,222,59,59
9605,243,59,243
9606,252,59,59
9607,256,59,59
9608,256,59,59
9609,261,59,59
9610,267,59,59
9611,279,59,59
9612,285,59,59
9613,302,59,59
9614,303,59,59
9615,303,59,59
9616,318,59,59
9617,320,59,59
9618,326,59,59
9619,333,59,59
9620,338,59,59
9621,339,59,59
9622,350,59,59
9623,358,59,59
9624,369,59,59
9625,388,59,59
9626,390,59,59
9627,398,59,398
9628,414,59,59
9629,435,59,59
9630,460,59,59
9631,475,59,59
9632,476,59,59
9633,500,59,59
9634,509,59,59
9635,514,59,514
9636,523,59,523
9637,571,59,571
9638,588,59,59
9639,598,59,59
9640,621,59,59
9641,629,59,59
9642,638,59,638
9643,643,59,59
9644,666,59,59
9645,671,59,59
9646,694,59,59
9647,704,59,59
9648,4,385,385
9649,31,385,385
9650,37,385,385
9651,44,385,385
9652,59,385,385
9653,90,385,385
9654,91,385,385
9655,98,385,385
9656,102,385,385
9657,106,385,385
9658,129,385,385
9659,141,385,385
9660,145,385,385
9661,164,385,385
9662,170,385,385
9663,170,385,385
9664,175,385,385
9665,201,385,385
9666,227,385,385
9667,247,385,385
9668,262,385,385
9669,288,385,385
9670,289,385,385
9671,294,385,385
9672,296,385,385
9673,311,385,385
9674,319,385,319
9675,322,385,385
9676,323,385,385
9677,329,385,385
9678,332,385,332
9679,333,385,385
9680,335,385,385
9681,344,385,385
9682,356,385,385
9683,361,385,385
9684,370,385,385
9685,371,385,385
9686,387,385,385
9687,392,385,392
9688,395,385,385
9689,405,385,385
9690,433,385,385
9691,445,385,445
9692,452,385,385
9693,460,385,385
9694,467,385,385
9695,482,385,482
9696,482,385,482
9697,483,385,385
9698,498,385,385
9699,502,385,385
9700,508,385,385
9701,520,385,385
9702,527,385,385
9703,558,385,385
9704,573,385,573
9705,585,385,385
9706,604,385,385
9707,608,385,385
9708,616,385,385
9709,657,385,385
9710,660,385,385
9711,667,385,385
9712,672,385,385
9713,706,385,385
9714,4,193,193
9715,5,193,193
9716,32,193,193
9717,43,193,193
9718,44,193,193
9719,48,193,193
9720,51,193,51
9721,53,193,53
9722,56,193,193
9723,116,193,193
9724,120,193,193
9725,124,193,193
9726,133,193,193
9727,145,193,145
9728,149,193,193
9729,149,193,193
9730,156,193,193
9731,160,193,193
9732,171,193,193
9733,176,193,193
9734,185,193,185
9735,187,193,193
9736,200,193,193
9737,213,193,193
9738,221,193,193
9739,221,193,193
9740,235,193,193
9741,241,193,241
9742,264,193,264
9743,292,193,193
9744,298,193,193
9745,343,193,193
9746,346,193,193
9747,363,193,193
9748,375,193,193
9749,385,193,385
9750,388,193,193
9751,393,193,193
9752,415,193,193
9753,417,193,193
9754,437,193,193
9755,446,193,446
9756,483,193,193
9757,495,193,193
9758,517,193,193
9759,534,193,193
9760,543,193,193
9761,559,193,193
9762,594,193,193
9763,618,193,193
9764,635,193,635
9765,639,193,639
9766,683,193,193
9767,684,193,193
9768,694,193,193
9769,702,193,702
9770,707,193,193
9771,4,64,64
9772,8,64,64
9773,15,64,64
9774,35,64,64
9775,55,64,64
9776,74,64,74
9777,83,64,64
9778,106,64,64
9779,114,64,64
9780,124,64,64
9781,152,64,64
9782,181,64,64
9783,189,64,189
9784,199,64,199
9785,226,64,64
9786,240,64,64
9787,240,64,64
9788,251,64,64
9789,253,64,64
9790,258,64,64
9791,264,64,64
9792,285,64,64
9793,296,64,64
9794,300,64,64
9795,308,64,64
9796,321,64,321
9797,331,64,331
9798,350,64,64
9799,358,64,64
9800,361,64,64
9801,366,64,64
9802,384,64,64
9803,390,64,64
9804,403,64,64
9805,419,64,419
9806,428,64,64
9807,439,64,64
9808,446,64,446
9809,446,64,446
9810,469,64,64
9811,494,64,64
9812,500,64,500
9813,505,64,64
9814,514,64,64
9815,546,64,64
9816,551,64,64
9817,561,64,64
9818,568,64,64
9819,609,64,64
9820,610,64,64
9821,614,64,614
9822,684,64,64
9823,686,64,686
9824,688,64,64
9825,690,64,64
9826,721,64,64
9827,4,227,227
9828,6,227,6
9829,32,227,227
9830,41,227,227
9831,44,227,227
9832,48,227,227
9833,55,227,55
9834,58,227,227
9835,70,227,227
9836,75,227,227
9837,83,227,227
9838,84,227,84
9839,85,227,85
9840,92,227,92
9841,99,227,99
9842,116,227,227
9843,117,227,117
9844,119,227,227
9845,122,227,122
9846,129,227,129
9847,145,227,145
9848,149,227,149
9849,167,227,227
9850,180,227,227
9851,193,227,193
9852,220,227,227
9853,241,227,241
9854,266,227,227
9855,268,227,227
9856,281,227,227
9857,303,227,227
9858,306,227,227
9859,310,227,310
9860,312,227,312
9861,313,227,313
9862,314,227,314
9863,315,227,227
9864,331,227,227
9865,332,227,227
9866,349,227,349
9867,352,227,227
9868,360,227,227
9869,377,227,227
9870,379,227,227
9871,382,227,382
9872,394,227,227
9873,394,227,227
9874,398,227,398
9875,418,227,418
9876,437,227,227
9877,478,227,478
9878,479,227,479
9879,528,227,528
9880,550,227,550
9881,565,227,565
9882,600,227,227
9883,612,227,612
9884,615,227,615
9885,616,227,227
9886,622,227,227
9887,627,227,227
9888,629,227,227
9889,639,227,639
9890,650,227,227
9891,656,227,656
9892,670,227,227
9893,685,227,685
9894,691,227,227
9895,4,350,350
9896,19,350,350
9897,29,350,350
9898,59,350,59
9899,65,350,65
9900,94,350,94
9901,96,350,350
9902,99,350,350
9903,163,350,350
9904,186,350,350
9905,200,350,200
9906,211,350,211
9907,228,350,350
9908,236,350,350
9909,263,350,350
9910,276,350,276
9911,284,350,350
9912,289,350,289
9913,307,350,350
9914,327,350,350
9915,329,350,350
9916,376,350,350
9917,404,350,350
9918,407,350,407
9919,412,350,350
9920,420,350,350
9921,423,350,350
9922,445,350,445
9923,446,350,446
9924,448,350,448
9925,455,350,350
9926,469,350,469
9927,474,350,474
9928,489,350,350
9929,530,350,530
9930,534,350,350
9931,545,350,545
9932,548,350,350
9933,566,350,350
9934,572,350,350
9935,580,350,350
9936,592,350,350
9937,594,350,350
9938,603,350,350
9939,608,350,350
9940,630,350,350
9941,643,350,643
9942,644,350,644
9943,650,350,350
9944,661,350,350
9945,673,350,350
9946,690,350,350
9947,4,135,135
9948,15,135,135
9949,17,135,135
9950,35,135,135
9951,43,135,135
9952,61,135,135
9953,65,135,135
9954,68,135,135
9955,88,135,135
9956,92,135,135
9957,114,135,135
9958,115,135,135
9959,120,135,135
9960,153,135,135
9961,153,135,135
9962,162,135,135
9963,165,135,135
9964,182,135,135
9965,214,135,135
9966,233,135,135
9967,247,135,135
9968,254,135,135
9969,257,135,135
9970,262,135,135
9971,269,135,135
9972,273,135,135
9973,273,135,135
9974,300,135,135
9975,341,135,135
9976,348,135,135
9977,415,135,135
9978,421,135,135
9979,424,135,135
9980,431,135,135
9981,441,135,135
9982,449,135,449
9983,451,135,135
9984,457,135,135
9985,480,135,135
9986,485,135,135
9987,489,135,135
9988,500,135,500
9989,504,135,135
9990,519,135,135
9991,529,135,529
9992,534,135,534
9993,569,135,135
9994,573,135,135
9995,576,135,135
9996,590,135,135
9997,594,135,135
9998,606,135,135
9999,606,135,135
10000,607,135,135
10001,629,135,135
10002,635,135,135
10003,636,135,135
10004,660,135,135
10005,668,135,135
10006,696,135,135
10007,4,276,276
10008,5,276,276
10009,45,276,276
10010,46,276,276
10011,46,276,276
10012,94,276,276
10013,101,276,101
10014,149,276,276
10015,176,276,276
10016,178,276,178
10017,190,276,276
10018,200,276,276
10019,209,276,276
10020,209,276,276
10021,212,276,276
10022,230,276,276
10023,232,276,276
10024,241,276,241
10025,255,276,276
10026,256,276,276
10027,262,276,276
10028,267,276,276
10029,307,276,276
10030,307,276,276
10031,314,276,276
10032,320,276,276
10033,332,276,276
10034,353,276,276
10035,355,276,276
10036,383,276,383
10037,393,276,276
10038,416,276,276
10039,433,276,276
10040,451,276,276
10041,459,276,276
10042,474,276,474
10043,499,276,276
10044,505,276,276
10045,547,276,547
10046,586,276,586
10047,610,276,276
10048,613,276,276
10049,613,276,276
10050,623,276,276
10051,625,276,276
10052,631,276,276
10053,661,276,276
10054,674,276,276
10055,719,276,276
10056,4,63,63
10057,22,63,22
10058,24,63,63
10059,35,63,35
10060,39,63,39
10061,42,63,63
10062,102,63,102
10063,107,63,63
10064,120,63,63
10065,122,63,63
10066,155,63,63
10067,162,63,63
10068,173,63,173
10069,183,63,63
10070,193,63,193
10071,201,63,201
10072,219,63,219
10073,230,63,63
10074,231,63,231
10075,254,63,254
10076,276,63,63
10077,277,63,277
10078,298,63,63
10079,299,63,299
10080,303,63,303
10081,349,63,63
10082,365,63,365
10083,368,63,368
10084,374,63,63
10085,384,63,384
10086,384,63,384
10087,424,63,424
10088,440,63,63
10089,470,63,470
10090,477,63,477
10091,498,63,63
10092,514,63,514
10093,557,63,557
10094,573,63,573
10095,589,63,589
10096,595,63,63
10097,614,63,614
10098,622,63,63
10099,650,63,650
10100,664,63,664
10101,666,63,63
10102,670,63,63
10103,684,63,684
10104,693,63,693
10105,697,63,697
10106,713,63,713
10107,4,349,349
10108,26,349,26
10109,55,349,55
10110,79,349,79
10111,81,349,81
10112,86,349,86
10113,87,349,349
10114,94,349,94
10115,122,349,122
10116,126,349,126
10117,139,349,349
10118,148,349,349
10119,151,349,151
10120,151,349,151
10121,186,349,349
10122,198,349,198
10123,207,349,207
10124,214,349,214
10125,240,349,240
10126,246,349,246
10127,251,349,251
10128,263,349,349
10129,280,349,349
10130,300,349,300
10131,306,349,306
10132,314,349,314
10133,318,349,349
10134,329,349,349
10135,332,349,332
10136,333,349,349
10137,362,349,349
10138,376,349,349
10139,388,349,388
10140,400,349,349
10141,401,349,401
10142,406,349,406
10143,410,349,410
10144,411,349,411
10145,435,349,435
10146,442,349,442
10147,442,349,442
10148,469,349,469
10149,512,349,512
10150,512,349,512
10151,513,349,349
10152,522,349,349
10153,544,349,544
10154,549,349,549
10155,559,349,559
10156,570,349,349
10157,594,349,594
10158,600,349,600
10159,618,349,618
10160,657,349,657
10161,660,349,349
10162,660,349,349
10163,670,349,670
10164,695,349,695
10165,695,349,695
10166,721,349,349
10167,4,537,537
10168,7,537,537
10169,8,537,537
10170,47,537,537
10171,64,537,64
10172,73,537,73
10173,77,537,77
10174,89,537,537
10175,94,537,94
10176,126,537,126
10177,143,537,537
10178,199,537,537
10179,213,537,537
10180,220,537,537
10181,228,537,537
10182,240,537,240
10183,260,537,537
10184,271,537,537
10185,275,537,275
10186,276,537,276
10187,283,537,537
10188,292,537,537
10189,292,537,537
10190,296,537,537
10191,305,537,537
10192,306,537,537
10193,335,537,335
10194,352,537,537
10195,355,537,537
10196,355,537,537
10197,379,537,537
10198,385,537,385
10199,389,537,537
10200,398,537,398
10201,398,537,398
10202,405,537,537
10203,415,537,415
10204,437,537,537
10205,447,537,537
10206,452,537,452
10207,461,537,461
10208,463,537,537
10209,488,537,488
10210,490,537,490
10211,539,537,539
10212,566,537,566
10213,571,537,571
10214,600,537,537
10215,608,537,537
10216,614,537,537
10217,618,537,537
10218,631,537,537
10219,652,537,537
10220,657,537,657
10221,682,537,537
10222,682,537,537
10223,707,537,707
10224,5,550,550
10225,46,550,550
10226,54,550,550
10227,58,550,550
10228,67,550,550
10229,91,550,550
10230,121,550,121
10231,125,550,125
10232,125,550,125
10233,127,550,550
10234,157,550,157
10235,178,550,550
10236,208,550,550
10237,230,550,550
10238,264,550,264
10239,316,550,550
10240,333,550,550
10241,336,550,550
10242,360,550,550
10243,418,550,550
10244,436,550,550
10245,443,550,550
10246,471,550,550
10247,480,550,550
10248,482,550,482
10249,485,550,550
10250,503,550,550
10251,565,550,550
10252,572,550,550
10253,576,550,550
10254,603,550,550
10255,609,550,550
10256,618,550,550
10257,638,550,638
10258,640,550,640
10259,654,550,550
10260,655,550,655
10261,690,550,550
10262,5,328,328
10263,8,328,8
10264,8,328,8
10265,15,328,15
10266,21,328,328
10267,29,328,328
10268,38,328,328
10269,83,328,83
10270,84,328,84
10271,85,328,85
10272,116,328,328
10273,122,328,328
10274,136,328,136
10275,157,328,157
10276,167,328,167
10277,171,328,171
10278,181,328,328
10279,199,328,199
10280,221,328,221
10281,237,328,237
10282,242,328,328
10283,274,328,274
10284,288,328,288
10285,288,328,288
10286,293,328,293
10287,312,328,328
10288,315,328,315
10289,318,328,318
10290,338,328,328
10291,361,328,361
10292,366,328,366
10293,422,328,422
10294,429,328,328
10295,435,328,328
10296,471,328,471
10297,483,328,483
10298,505,328,505
10299,507,328,507
10300,516,328,516
10301,519,328,328
10302,520,328,520
10303,538,328,538
10304,545,328,545
10305,558,328,558
10306,563,328,563
10307,587,328,328
10308,595,328,595
10309,601,328,601
10310,610,328,610
10311,613,328,613
10312,626,328,626
10313,628,328,628
10314,633,328,633
10315,634,328,634
10316,639,328,639
10317,668,328,328
10318,672,328,672
10319,690,328,328
10320,705,328,705
10321,708,328,708
10322,719,328,328
10323,5,127,127
10324,37,127,127
10325,41,127,127
10326,43,127,127
10327,62,127,127
10328,102,127,127
10329,106,127,106
10330,122,127,122
10331,122,127,122
10332,125,127,125
10333,137,127,127
10334,163,127,127
10335,166,127,127
10336,192,127,127
10337,200,127,127
10338,223,127,127
10339,248,127,127
10340,252,127,127
10341,257,127,127
10342,260,127,127
10343,290,127,127
10344,301,127,127
10345,303,127,127
10346,305,127,127
10347,322,127,127
10348,337,127,127
10349,356,127,127
10350,363,127,127
10351,380,127,380
10352,388,127,127
10353,422,127,127
10354,442,127,127
10355,472,127,472
10356,479,127,127
10357,505,127,127
10358,513,127,127
10359,525,127,127
10360,526,127,127
10361,538,127,127
10362,548,127,127
10363,564,127,127
10364,584,127,127
10365,605,127,127
10366,605,127,127
10367,620,127,620
10368,627,127,127
10369,630,127,127
10370,639,127,639
10371,644,127,644
10372,661,127,127
10373,702,127,702
