First_pokemon,Second_pokemon,Winner
Groudon,Reuniclus,Groudon
Groudon,Reuniclus,Groudon
Groudon,Sentret,Groudon
Groudon,Litleo,Groudon
Groudon,Omastar,Groudon
Groudon,Kakuna,Groudon
Groudon,Quilladin,Groudon
Groudon,Volbeat,Groudon
Groudon,Rhydon,Groudon
Groudon,Gligar,Groudon
Groudon,Nincada,Groudon
Staraptor,Venipede,Staraptor
Staraptor,Poochyena,Staraptor
Staraptor,Armaldo,Staraptor
Staraptor,Girafarig,Staraptor
Staraptor,Slurpuff,Staraptor
Staraptor,Lapras,Staraptor
Staraptor,Empoleon,Staraptor
Staraptor,Meditite,Staraptor
Staraptor,Machop,Staraptor
Staraptor,Lucario,Staraptor
Staraptor,Absol,Staraptor
Staraptor,Mightyena,Staraptor
Staraptor,Weedle,Staraptor
Staraptor,Weedle,Staraptor
Staraptor,Panpour,Staraptor
Staraptor,Seismitoad,Staraptor
Staraptor,Seismitoad,Staraptor
Staraptor,Skarmory,Staraptor
Staraptor,Arcanine,Staraptor
Staraptor,Croconaw,Staraptor
Staraptor,Avalugg,Staraptor
Staraptor,Ralts,Staraptor
Staraptor,Mienfoo,Staraptor
Mega Charizard X,Staraptor,Staraptor
Kakuna,Staraptor,Staraptor
Raticate,Staraptor,Staraptor
Raticate,Staraptor,Staraptor
Fearow,Staraptor,Staraptor
Nidoran♂,Staraptor,Staraptor
Jigglypuff,Staraptor,Staraptor
Diglett,Staraptor,Staraptor
Poliwhirl,Staraptor,Staraptor
Machamp,Staraptor,Staraptor
Bellsprout,Staraptor,Staraptor
Drowzee,Staraptor,Staraptor
Marowak,Staraptor,Staraptor
Marowak,Staraptor,Staraptor
Weezing,Staraptor,Staraptor
Horsea,Staraptor,Staraptor
Mega Gyarados,Staraptor,Staraptor
Kabuto,Staraptor,Staraptor
Dragonair,Staraptor,Staraptor
Lanturn,Staraptor,Staraptor
Xatu,Staraptor,Staraptor
Bellossom,Staraptor,Staraptor
Sudowoodo,Staraptor,Staraptor
Houndoom,Staraptor,Staraptor
Smoochum,Staraptor,Staraptor
Elekid,Staraptor,Staraptor
Entei,Staraptor,Staraptor
Celebi,Staraptor,Staraptor
Grovyle,Staraptor,Staraptor
Combusken,Staraptor,Staraptor
Swampert,Staraptor,Staraptor
Skitty,Staraptor,Staraptor
Milotic,Staraptor,Staraptor
Clamperl,Staraptor,Staraptor
Huntail,Staraptor,Staraptor
Gorebyss,Staraptor,Staraptor
Regice,Staraptor,Staraptor
Turtwig,Staraptor,Staraptor
Starly,Staraptor,Staraptor
Roserade,Staraptor,Staraptor
Rampardos,Staraptor,Staraptor
Cherrim,Staraptor,Staraptor
Stunky,Staraptor,Staraptor
Lickilicky,Staraptor,Staraptor
Pignite,Staraptor,Staraptor
Oshawott,Staraptor,Staraptor
Pansage,Staraptor,Staraptor
Gigalith,Staraptor,Staraptor
Petilil,Staraptor,Staraptor
Crustle,Staraptor,Staraptor
Ducklett,Staraptor,Staraptor
Vanilluxe,Staraptor,Staraptor
Frillish,Staraptor,Staraptor
Litwick,Staraptor,Staraptor
Golurk,Staraptor,Staraptor
Kyurem White Kyurem,Staraptor,Staraptor
Genesect,Staraptor,Staraptor
Helioptile,Staraptor,Staraptor
Goodra,Staraptor,Staraptor
Staraptor,Furret,Staraptor
Staraptor,Tympole,Staraptor
Staraptor,Clefairy,Staraptor
Staraptor,Clefairy,Staraptor
Staraptor,Snorlax,Staraptor
Staraptor,Castform,Staraptor
Staraptor,Shieldon,Staraptor
Staraptor,Escavalier,Staraptor
Staraptor,Meloetta Aria Forme,Staraptor
Staraptor,Lilligant,Staraptor
Staraptor,Lanturn,Staraptor
Staraptor,Mankey,Staraptor
Staraptor,Feraligatr,Staraptor
Staraptor,Nidoking,Staraptor
Staraptor,Skuntank,Staraptor
Staraptor,Goomy,Staraptor
Staraptor,Foongus,Staraptor
Staraptor,Heracross,Staraptor
Staraptor,Beautifly,Staraptor
Staraptor,Bayleef,Staraptor
Staraptor,Magby,Staraptor
Staraptor,Sealeo,Staraptor
Staraptor,Elekid,Staraptor
Staraptor,Chingling,Staraptor
Staraptor,Zangoose,Staraptor
Staraptor,Munna,Staraptor
Staraptor,Slowpoke,Staraptor
Staraptor,Nincada,Staraptor
Staraptor,Druddigon,Staraptor
Staraptor,Sawk,Staraptor
Staraptor,Zigzagoon,Staraptor
Pachirisu,Venipede,Pachirisu
Pachirisu,Pansear,Pachirisu
Pachirisu,Carbink,Pachirisu
Pachirisu,Luxio,Pachirisu
Pachirisu,Blaziken,Pachirisu
Pachirisu,Deerling,Pachirisu
Pachirisu,Fletchling,Pachirisu
Pachirisu,Aurorus,Pachirisu
Pachirisu,Pumpkaboo Average Size,Pachirisu
Pachirisu,Anorith,Pachirisu
Pachirisu,Mega Blastoise,Pachirisu
Pachirisu,Mightyena,Pachirisu
Pachirisu,Smeargle,Pachirisu
Pachirisu,Steelix,Pachirisu
Pachirisu,Stantler,Pachirisu
Pachirisu,Ekans,Pachirisu
Pachirisu,Magikarp,Pachirisu
Pachirisu,Hypno,Pachirisu
Pachirisu,Herdier,Pachirisu
Pachirisu,Mega Scizor,Pachirisu
Pachirisu,Ledyba,Pachirisu
Pachirisu,Skiploom,Pachirisu
Pachirisu,Croagunk,Pachirisu
Pachirisu,Fan Rotom,Pachirisu
Pachirisu,Castform,Pachirisu
Wartortle,Pachirisu,Pachirisu
Kakuna,Pachirisu,Pachirisu
Pidgeotto,Pachirisu,Pachirisu
Ekans,Pachirisu,Pachirisu
Ekans,Pachirisu,Pachirisu
Gloom,Pachirisu,Pachirisu
Golduck,Pachirisu,Pachirisu
Machop,Pachirisu,Pachirisu
Ponyta,Pachirisu,Pachirisu
Magnemite,Pachirisu,Pachirisu
Exeggutor,Pachirisu,Pachirisu
Weezing,Pachirisu,Pachirisu
Vaporeon,Pachirisu,Pachirisu
Vaporeon,Pachirisu,Pachirisu
Pichu,Pachirisu,Pachirisu
Pichu,Pachirisu,Pachirisu
Yanma,Pachirisu,Pachirisu
Yanma,Pachirisu,Pachirisu
Steelix,Pachirisu,Pachirisu
Magcargo,Pachirisu,Pachirisu
Silcoon,Pachirisu,Pachirisu
Whismur,Pachirisu,Pachirisu
Whismur,Pachirisu,Pachirisu
Electrike,Pachirisu,Pachirisu
Illumise,Pachirisu,Pachirisu
Swalot,Pachirisu,Pachirisu
Lileep,Pachirisu,Pachirisu
Castform,Pachirisu,Pachirisu
Shuppet,Pachirisu,Pachirisu
Dusclops,Pachirisu,Pachirisu
Tropius,Pachirisu,Pachirisu
Absol,Pachirisu,Pachirisu
Shelgon,Pachirisu,Pachirisu
Metagross,Pachirisu,Pachirisu
Regice,Pachirisu,Pachirisu
Roserade,Pachirisu,Pachirisu
Cranidos,Pachirisu,Pachirisu
Magmortar,Pachirisu,Pachirisu
Mamoswine,Pachirisu,Pachirisu
Dusknoir,Pachirisu,Pachirisu
Heat Rotom,Pachirisu,Pachirisu
Fan Rotom,Pachirisu,Pachirisu
Phione,Pachirisu,Pachirisu
Stoutland,Pachirisu,Pachirisu
Munna,Pachirisu,Pachirisu
Tympole,Pachirisu,Pachirisu
Darumaka,Pachirisu,Pachirisu
Lampent,Pachirisu,Pachirisu
Fraxure,Pachirisu,Pachirisu
Rufflet,Pachirisu,Pachirisu
Deino,Pachirisu,Pachirisu
Espurr,Pachirisu,Pachirisu
Aegislash Blade Forme,Pachirisu,Pachirisu
Spritzee,Pachirisu,Pachirisu
Gourgeist Average Size,Pachirisu,Pachirisu
Pachirisu,Barbaracle,Pachirisu
Pachirisu,Butterfree,Pachirisu
Pachirisu,Houndour,Pachirisu
Pachirisu,Heracross,Pachirisu
Pachirisu,Corsola,Pachirisu
Pachirisu,Reuniclus,Pachirisu
Pachirisu,Reuniclus,Pachirisu
Pachirisu,Magby,Pachirisu
Pachirisu,Bulbasaur,Pachirisu
Pachirisu,Sealeo,Pachirisu
Pachirisu,Blissey,Pachirisu
Pachirisu,Skorupi,Pachirisu
Pachirisu,Clefable,Pachirisu
Pachirisu,Larvesta,Pachirisu
Pachirisu,Shuckle,Pachirisu
Pachirisu,Mega Ampharos,Pachirisu
Pachirisu,Registeel,Pachirisu
Pachirisu,Chansey,Pachirisu
Pachirisu,Togekiss,Pachirisu
Pachirisu,Magnemite,Pachirisu
Pachirisu,Snover,Pachirisu
Pachirisu,Mr. Mime,Pachirisu
Pachirisu,Watchog,Pachirisu
Mega Garchomp,Venipede,Mega Garchomp
Mega Garchomp,Nosepass,Mega Garchomp
Mega Garchomp,Charmeleon,Mega Garchomp
Mega Garchomp,Machamp,Mega Garchomp
Mega Garchomp,Emboar,Mega Garchomp
Mega Garchomp,Wurmple,Mega Garchomp
Mega Garchomp,Samurott,Mega Garchomp
Mega Garchomp,Happiny,Mega Garchomp
Mega Garchomp,Lickilicky,Mega Garchomp
Mega Garchomp,Exeggcute,Mega Garchomp
Mega Garchomp,Gastrodon,Mega Garchomp
Mega Garchomp,Klinklang,Mega Garchomp
Mega Garchomp,Venomoth,Mega Garchomp
Mega Garchomp,Koffing,Mega Garchomp
Mega Garchomp,Qwilfish,Mega Garchomp
Mega Garchomp,Chesnaught,Mega Garchomp
Mega Garchomp,Shellos,Mega Garchomp
Mega Garchomp,Teddiursa,Mega Garchomp
Mega Garchomp,Cranidos,Mega Garchomp
Mega Garchomp,Marill,Mega Garchomp
Mega Garchomp,Escavalier,Mega Garchomp
Mega Garchomp,Krabby,Mega Garchomp
Mega Garchomp,Cresselia,Mega Garchomp
Mega Garchomp,Lumineon,Mega Garchomp
Mega Garchomp,Sandile,Mega Garchomp
Mega Garchomp,Slugma,Mega Garchomp
Mega Garchomp,Mega Gengar,Mega Garchomp
Mega Garchomp,Feraligatr,Mega Garchomp
Mega Garchomp,Meganium,Mega Garchomp
Mega Garchomp,Nidoking,Mega Garchomp
Mega Garchomp,Swalot,Mega Garchomp
Mega Garchomp,Lairon,Mega Garchomp
Metapod,Mega Garchomp,Mega Garchomp
Ekans,Mega Garchomp,Mega Garchomp
Weepinbell,Mega Garchomp,Mega Garchomp
Slowpoke,Mega Garchomp,Mega Garchomp
Gastly,Mega Garchomp,Mega Garchomp
Onix,Mega Garchomp,Mega Garchomp
Marill,Mega Garchomp,Mega Garchomp
Slowking,Mega Garchomp,Mega Garchomp
Mega Heracross,Mega Garchomp,Mega Garchomp
Mega Heracross,Mega Garchomp,Mega Garchomp
Cascoon,Mega Garchomp,Mega Garchomp
Nuzleaf,Mega Garchomp,Mega Garchomp
Surskit,Mega Garchomp,Mega Garchomp
Delcatty,Mega Garchomp,Mega Garchomp
Mega Mawile,Mega Garchomp,Mega Garchomp
Gulpin,Mega Garchomp,Mega Garchomp
Camerupt,Mega Garchomp,Mega Garchomp
Duskull,Mega Garchomp,Mega Garchomp
Metang,Mega Garchomp,Mega Garchomp
Chimchar,Mega Garchomp,Mega Garchomp
Abomasnow,Mega Garchomp,Mega Garchomp
Tangrowth,Mega Garchomp,Mega Garchomp
Mow Rotom,Mega Garchomp,Mega Garchomp
Phione,Mega Garchomp,Mega Garchomp
Samurott,Mega Garchomp,Mega Garchomp
Stoutland,Mega Garchomp,Mega Garchomp
Musharna,Mega Garchomp,Mega Garchomp
Roggenrola,Mega Garchomp,Mega Garchomp
Sewaddle,Mega Garchomp,Mega Garchomp
Darumaka,Mega Garchomp,Mega Garchomp
Crustle,Mega Garchomp,Mega Garchomp
Gothitelle,Mega Garchomp,Mega Garchomp
Vanillish,Mega Garchomp,Mega Garchomp
Karrablast,Mega Garchomp,Mega Garchomp
Amoonguss,Mega Garchomp,Mega Garchomp
Tynamo,Mega Garchomp,Mega Garchomp
Aegislash Shield Forme,Mega Garchomp,Mega Garchomp
Mega Garchomp,Tyrantrum,Mega Garchomp
Mega Garchomp,Tyrantrum,Mega Garchomp
Mega Garchomp,Reshiram,Mega Garchomp
Mega Garchomp,Pumpkaboo Large Size,Mega Garchomp
Mega Garchomp,Spoink,Mega Garchomp
Mega Garchomp,Helioptile,Mega Garchomp
Mega Garchomp,Mega Camerupt,Mega Garchomp
Mega Garchomp,Tynamo,Mega Garchomp
Mega Garchomp,Ferroseed,Mega Garchomp
Mega Garchomp,Piplup,Mega Garchomp
Mega Garchomp,Slowbro,Mega Garchomp
Mega Garchomp,Vibrava,Mega Garchomp
Mega Garchomp,Purrloin,Mega Garchomp
Mega Garchomp,Conkeldurr,Mega Garchomp
Mega Garchomp,Munna,Mega Garchomp
Mega Garchomp,Magnemite,Mega Garchomp
Heat Rotom,Venipede,Heat Rotom
Bulbasaur,Heat Rotom,Heat Rotom
Bulbasaur,Heat Rotom,Heat Rotom
Zubat,Heat Rotom,Heat Rotom
Graveler,Heat Rotom,Heat Rotom
Exeggutor,Heat Rotom,Heat Rotom
Hitmonchan,Heat Rotom,Heat Rotom
Mega Gyarados,Heat Rotom,Heat Rotom
Noctowl,Heat Rotom,Heat Rotom
Ledyba,Heat Rotom,Heat Rotom
Pichu,Heat Rotom,Heat Rotom
Sunkern,Heat Rotom,Heat Rotom
Dunsparce,Heat Rotom,Heat Rotom
Granbull,Heat Rotom,Heat Rotom
Qwilfish,Heat Rotom,Heat Rotom
Magcargo,Heat Rotom,Heat Rotom
Houndour,Heat Rotom,Heat Rotom
Pelipper,Heat Rotom,Heat Rotom
Ralts,Heat Rotom,Heat Rotom
Whismur,Heat Rotom,Heat Rotom
Aron,Heat Rotom,Heat Rotom
Roselia,Heat Rotom,Heat Rotom
Swalot,Heat Rotom,Heat Rotom
Grumpig,Heat Rotom,Heat Rotom
Grumpig,Heat Rotom,Heat Rotom
Castform,Heat Rotom,Heat Rotom
Shuppet,Heat Rotom,Heat Rotom
Monferno,Heat Rotom,Heat Rotom
Starly,Heat Rotom,Heat Rotom
Budew,Heat Rotom,Heat Rotom
Cranidos,Heat Rotom,Heat Rotom
Vespiquen,Heat Rotom,Heat Rotom
Vespiquen,Heat Rotom,Heat Rotom
Cherubi,Heat Rotom,Heat Rotom
Finneon,Heat Rotom,Heat Rotom
Whirlipede,Heat Rotom,Heat Rotom
Archen,Heat Rotom,Heat Rotom
Beheeyem,Heat Rotom,Heat Rotom
Aegislash Shield Forme,Heat Rotom,Heat Rotom
Binacle,Heat Rotom,Heat Rotom
Skrelp,Heat Rotom,Heat Rotom
Dragalge,Heat Rotom,Heat Rotom
Sylveon,Heat Rotom,Heat Rotom
Heat Rotom,Gothitelle,Heat Rotom
Heat Rotom,Fletchling,Heat Rotom
Heat Rotom,Vanillite,Heat Rotom
Heat Rotom,Mega Blastoise,Heat Rotom
Heat Rotom,Makuhita,Heat Rotom
Heat Rotom,Scrafty,Heat Rotom
Heat Rotom,Skarmory,Heat Rotom
Heat Rotom,Shiftry,Heat Rotom
Heat Rotom,Pinsir,Heat Rotom
Heat Rotom,Kirlia,Heat Rotom
Heat Rotom,Tyrogue,Heat Rotom
Heat Rotom,Mawile,Heat Rotom
Heat Rotom,Squirtle,Heat Rotom
Heat Rotom,Aromatisse,Heat Rotom
Heat Rotom,Pignite,Heat Rotom
Heat Rotom,Spearow,Heat Rotom
Heat Rotom,Buneary,Heat Rotom
Heat Rotom,Smoochum,Heat Rotom
Heat Rotom,Slakoth,Heat Rotom
Heat Rotom,Tangrowth,Heat Rotom
Heat Rotom,Tangrowth,Heat Rotom
Heat Rotom,Staryu,Heat Rotom
Heat Rotom,Florges,Heat Rotom
Heat Rotom,Cresselia,Heat Rotom
Heat Rotom,Torkoal,Heat Rotom
Heat Rotom,Seviper,Heat Rotom
Heat Rotom,Bronzong,Heat Rotom
Heat Rotom,Ferrothorn,Heat Rotom
Heat Rotom,Abomasnow,Heat Rotom
Heat Rotom,Budew,Heat Rotom
Heat Rotom,Delibird,Heat Rotom
Heat Rotom,Quagsire,Heat Rotom
Heat Rotom,Audino,Heat Rotom
Heat Rotom,Kakuna,Heat Rotom
Heat Rotom,Chansey,Heat Rotom
Heat Rotom,Zigzagoon,Heat Rotom
Heatran,Venipede,Heatran
Heatran,Stunky,Heatran
Heatran,Heatmor,Heatran
Venusaur,Heatran,Heatran
Metapod,Heatran,Heatran
Butterfree,Heatran,Heatran
Spearow,Heatran,Heatran
Machamp,Heatran,Heatran
Geodude,Heatran,Heatran
Graveler,Heatran,Heatran
Haunter,Heatran,Heatran
Seaking,Heatran,Heatran
Eevee,Heatran,Heatran
Igglybuff,Heatran,Heatran
Togetic,Heatran,Heatran
Steelix,Heatran,Heatran
Delibird,Heatran,Heatran
Houndour,Heatran,Heatran
Mightyena,Heatran,Heatran
Wurmple,Heatran,Heatran
Exploud,Heatran,Heatran
Sableye,Heatran,Heatran
Lairon,Heatran,Heatran
Meditite,Heatran,Heatran
Cacturne,Heatran,Heatran
Shuppet,Heatran,Heatran
Wynaut,Heatran,Heatran
Spheal,Heatran,Heatran
Clamperl,Heatran,Heatran
Torterra,Heatran,Heatran
Budew,Heatran,Heatran
Munchlax,Heatran,Heatran
Hippopotas,Heatran,Heatran
Glaceon,Heatran,Heatran
Snivy,Heatran,Heatran
Swadloon,Heatran,Heatran
Cottonee,Heatran,Heatran
Dwebble,Heatran,Heatran
Litwick,Heatran,Heatran
Stunfisk,Heatran,Heatran
Druddigon,Heatran,Heatran
Bunnelby,Heatran,Heatran
Fletchling,Heatran,Heatran
Scatterbug,Heatran,Heatran
Skrelp,Heatran,Heatran
Carbink,Heatran,Heatran
Gourgeist Super Size,Heatran,Heatran
Heatran,Dragalge,Heatran
Heatran,Dragalge,Heatran
Heatran,Noctowl,Heatran
Heatran,Noctowl,Heatran
Heatran,Zubat,Heatran
Heatran,Zubat,Heatran
Heatran,Absol,Heatran
Heatran,Weezing,Heatran
Heatran,Shedinja,Heatran
Heatran,Gastrodon,Heatran
Heatran,Kirlia,Heatran
Heatran,Sewaddle,Heatran
Heatran,Pelipper,Heatran
Heatran,Wynaut,Heatran
Heatran,Azurill,Heatran
Heatran,Hypno,Heatran
Heatran,Garbodor,Heatran
Heatran,Gourgeist Large Size,Heatran
Heatran,Rhyperior,Heatran
Heatran,Eevee,Heatran
Heatran,Binacle,Heatran
Heatran,Relicanth,Heatran
Heatran,Burmy,Heatran
Heatran,Doduo,Heatran
Heatran,Seedot,Heatran
Heatran,Tyrantrum,Heatran
Heatran,Pansage,Heatran
Heatran,Houndour,Heatran
Heatran,Mega Steelix,Heatran
Heatran,Duskull,Heatran
Heatran,Litleo,Heatran
Heatran,Cubone,Heatran
Heatran,Mega Tyranitar,Heatran
Heatran,Chansey,Heatran
Heatran,Snover,Heatran
Heatran,Pupitar,Heatran
Heatran,Scizor,Heatran
Heatran,Flaaffy,Heatran
Blitzle,Venipede,Blitzle
Blitzle,Wailmer,Blitzle
Blitzle,Stunky,Blitzle
Blitzle,Glaceon,Blitzle
Blitzle,Mothim,Blitzle
Blitzle,Gourgeist Super Size,Blitzle
Blitzle,Carvanha,Blitzle
Blitzle,Heatmor,Blitzle
Blitzle,Wurmple,Blitzle
Blitzle,Slurpuff,Blitzle
Blitzle,Slurpuff,Blitzle
Blitzle,Grimer,Blitzle
Blitzle,Wooper,Blitzle
Blitzle,Combee,Blitzle
Blitzle,Gothita,Blitzle
Blitzle,Shuppet,Blitzle
Blitzle,Anorith,Blitzle
Blitzle,Crustle,Blitzle
Blitzle,Tyranitar,Blitzle
Blitzle,Eelektross,Blitzle
Blitzle,Eelektross,Blitzle
Blitzle,Whismur,Blitzle
Blitzle,Whismur,Blitzle
Blitzle,Tyrogue,Blitzle
Blitzle,Dustox,Blitzle
Blitzle,Dusknoir,Blitzle
Blitzle,Dusknoir,Blitzle
Blitzle,Chesnaught,Blitzle
Blitzle,Swirlix,Blitzle
Blitzle,Gourgeist Large Size,Blitzle
Blitzle,Smoochum,Blitzle
Blitzle,Dewott,Blitzle
Blitzle,Pawniard,Blitzle
Blitzle,Relicanth,Blitzle
Blitzle,Shieldon,Blitzle
Blitzle,Porygon2,Blitzle
Blitzle,Lanturn,Blitzle
Blitzle,Patrat,Blitzle
Blitzle,Swalot,Blitzle
Blitzle,Lairon,Blitzle
Blitzle,Shroomish,Blitzle
Blitzle,Bibarel,Blitzle
Blitzle,Spritzee,Blitzle
Beedrill,Blitzle,Blitzle
Spearow,Blitzle,Blitzle
Nidoran♂,Blitzle,Blitzle
Clefable,Blitzle,Blitzle
Parasect,Blitzle,Blitzle
Mankey,Blitzle,Blitzle
Golem,Blitzle,Blitzle
Omastar,Blitzle,Blitzle
Kabuto,Blitzle,Blitzle
Smeargle,Blitzle,Blitzle
Tyrogue,Blitzle,Blitzle
Mega Tyranitar,Blitzle,Blitzle
Mightyena,Blitzle,Blitzle
Aron,Blitzle,Blitzle
Meditite,Blitzle,Blitzle
Camerupt,Blitzle,Blitzle
Camerupt,Blitzle,Blitzle
Lunatone,Blitzle,Blitzle
Whiscash,Blitzle,Blitzle
Anorith,Blitzle,Blitzle
Duskull,Blitzle,Blitzle
Shinx,Blitzle,Blitzle
Gastrodon,Blitzle,Blitzle
Croagunk,Blitzle,Blitzle
Snivy,Blitzle,Blitzle
Pansear,Blitzle,Blitzle
Roggenrola,Blitzle,Blitzle
Fraxure,Blitzle,Blitzle
Bisharp,Blitzle,Blitzle
Chesnaught,Blitzle,Blitzle
Fletchling,Blitzle,Blitzle
Klefki,Blitzle,Blitzle
Blitzle,Roggenrola,Blitzle
Blitzle,Reuniclus,Blitzle
Blitzle,Audino,Blitzle
Blitzle,Mega Banette,Blitzle
Blitzle,Munna,Blitzle
Scrafty,Venipede,Scrafty
Scrafty,Venonat,Scrafty
Scrafty,Slowking,Scrafty
Scrafty,Togepi,Scrafty
Scrafty,Bastiodon,Scrafty
Scrafty,Hippowdon,Scrafty
Scrafty,Chespin,Scrafty
Metapod,Scrafty,Scrafty
Clefairy,Scrafty,Scrafty
Mega Slowbro,Scrafty,Scrafty
Koffing,Scrafty,Scrafty
Omastar,Scrafty,Scrafty
Hoothoot,Scrafty,Scrafty
Hoothoot,Scrafty,Scrafty
Piloswine,Scrafty,Scrafty
Lombre,Scrafty,Scrafty
Lombre,Scrafty,Scrafty
Lombre,Scrafty,Scrafty
Lairon,Scrafty,Scrafty
Spoink,Scrafty,Scrafty
Deoxys Defense Forme,Scrafty,Scrafty
Turtwig,Scrafty,Scrafty
Piplup,Scrafty,Scrafty
Rampardos,Scrafty,Scrafty
Rampardos,Scrafty,Scrafty
Chingling,Scrafty,Scrafty
Lickilicky,Scrafty,Scrafty
Azelf,Scrafty,Scrafty
Musharna,Scrafty,Scrafty
Boldore,Scrafty,Scrafty
Darumaka,Scrafty,Scrafty
Scraggy,Scrafty,Scrafty
Yamask,Scrafty,Scrafty
Tirtouga,Scrafty,Scrafty
Klink,Scrafty,Scrafty
Klink,Scrafty,Scrafty
Deino,Scrafty,Scrafty
Meowstic Female,Scrafty,Scrafty
Scrafty,Deoxys Speed Forme,Scrafty
Scrafty,Crawdaunt,Scrafty
Scrafty,Bellossom,Scrafty
Scrafty,Lillipup,Scrafty
Scrafty,Ekans,Scrafty
Scrafty,Geodude,Scrafty
Scrafty,Aggron,Scrafty
Scrafty,Swirlix,Scrafty
Scrafty,Graveler,Scrafty
Scrafty,Graveler,Scrafty
Scrafty,Croagunk,Scrafty
Scrafty,Escavalier,Scrafty
Scrafty,Mew,Scrafty
Scrafty,Spinarak,Scrafty
Scrafty,Amaura,Scrafty
Scrafty,Dusclops,Scrafty
Scrafty,Goomy,Scrafty
Scrafty,Floette,Scrafty
Scrafty,Skiddo,Scrafty
Scrafty,Skiddo,Scrafty
Scrafty,Roggenrola,Scrafty
Scrafty,Paras,Scrafty
Scrafty,Pupitar,Scrafty
Cinccino,Venipede,Cinccino
Cinccino,Armaldo,Cinccino
Cinccino,Emolga,Cinccino
Cinccino,Raticate,Cinccino
Cinccino,Raticate,Cinccino
Cinccino,Klang,Cinccino
Cinccino,Klang,Cinccino
Cinccino,Mothim,Cinccino
Cinccino,Thundurus Incarnate Forme,Cinccino
Cinccino,Thundurus Incarnate Forme,Cinccino
Cinccino,Espeon,Cinccino
Cinccino,Darmanitan Standard Mode,Cinccino
Cinccino,Jumpluff,Cinccino
Cinccino,Mega Blastoise,Cinccino
Cinccino,Durant,Cinccino
Cinccino,Bergmite,Cinccino
Cinccino,Illumise,Cinccino
Cinccino,Abra,Cinccino
Cinccino,Jirachi,Cinccino
Cinccino,Stantler,Cinccino
Cinccino,Wormadam Trash Cloak,Cinccino
Charizard,Cinccino,Cinccino
Wartortle,Cinccino,Cinccino
Pidgeotto,Cinccino,Cinccino
Pidgeot,Cinccino,Cinccino
Ninetales,Cinccino,Cinccino
Golem,Cinccino,Cinccino
Golem,Cinccino,Cinccino
Magnemite,Cinccino,Cinccino
Gastly,Cinccino,Cinccino
Seadra,Cinccino,Cinccino
Seadra,Cinccino,Cinccino
Jynx,Cinccino,Cinccino
Gyarados,Cinccino,Cinccino
Omanyte,Cinccino,Cinccino
Zapdos,Cinccino,Cinccino
Dragonair,Cinccino,Cinccino
Feraligatr,Cinccino,Cinccino
Feraligatr,Cinccino,Cinccino
Steelix,Cinccino,Cinccino
Qwilfish,Cinccino,Cinccino
Mega Scizor,Cinccino,Cinccino
Mega Heracross,Cinccino,Cinccino
Blissey,Cinccino,Cinccino
Mega Tyranitar,Cinccino,Cinccino
Treecko,Cinccino,Cinccino
Combusken,Cinccino,Cinccino
Swampert,Cinccino,Cinccino
Beautifly,Cinccino,Cinccino
Ludicolo,Cinccino,Cinccino
Shiftry,Cinccino,Cinccino
Wingull,Cinccino,Cinccino
Gardevoir,Cinccino,Cinccino
Exploud,Cinccino,Cinccino
Makuhita,Cinccino,Cinccino
Illumise,Cinccino,Cinccino
Corphish,Cinccino,Cinccino
Walrein,Cinccino,Cinccino
Gorebyss,Cinccino,Cinccino
Beldum,Cinccino,Cinccino
Regirock,Cinccino,Cinccino
Mega Latios,Cinccino,Cinccino
Combee,Cinccino,Cinccino
Hippopotas,Cinccino,Cinccino
Skorupi,Cinccino,Cinccino
Porygon-Z,Cinccino,Cinccino
Tepig,Cinccino,Cinccino
Munna,Cinccino,Cinccino
Munna,Cinccino,Cinccino
Timburr,Cinccino,Cinccino
Klink,Cinccino,Cinccino
Litwick,Cinccino,Cinccino
Keldeo Resolute Forme,Cinccino,Cinccino
Froakie,Cinccino,Cinccino
Spewpa,Cinccino,Cinccino
Vivillon,Cinccino,Cinccino
Aromatisse,Cinccino,Cinccino
Tyrantrum,Cinccino,Cinccino
Carbink,Cinccino,Cinccino
Zygarde Half Forme,Cinccino,Cinccino
Cinccino,Froakie,Cinccino
Cinccino,Ralts,Cinccino
Cinccino,Torchic,Cinccino
Cinccino,Mega Slowbro,Cinccino
Cinccino,Flareon,Cinccino
Cinccino,Swirlix,Cinccino
Cinccino,Wailord,Cinccino
Cinccino,Hydreigon,Cinccino
Cinccino,Oshawott,Cinccino
Cinccino,Mandibuzz,Cinccino
Cinccino,Growlithe,Cinccino
Cinccino,Chimchar,Cinccino
Cinccino,Florges,Cinccino
Cinccino,Golbat,Cinccino
Cinccino,Noibat,Cinccino
Cinccino,Aipom,Cinccino
Cinccino,Swalot,Cinccino
Cinccino,Bagon,Cinccino
Cinccino,Mega Heracross,Cinccino
Cinccino,Hitmonchan,Cinccino
Cinccino,Stunfisk,Cinccino
Cinccino,Poliwrath,Cinccino
Cinccino,Kingdra,Cinccino
Cinccino,Cacnea,Cinccino
Cinccino,Marowak,Cinccino
Cinccino,Corsola,Cinccino
Cinccino,Galvantula,Cinccino
Cinccino,Regigigas,Cinccino
Cinccino,Volcarona,Cinccino
Cinccino,Amoonguss,Cinccino
Cinccino,Shuckle,Cinccino
Cinccino,Tornadus Incarnate Forme,Cinccino
Cinccino,Quilladin,Cinccino
Cinccino,Vibrava,Cinccino
Cinccino,Slowpoke,Cinccino
