,name,pokedex_number,generation,type1,type2,is_legendary,attack,sp_attack,defense,sp_defense,speed,hp,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
122,Scyther,123,1,bug,flying,0,110,55,80,80,105,70,1.5,56.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
123,Jynx,124,1,ice,psychic,0,50,115,35,95,95,65,1.4,40.6,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0
124,Electabuzz,125,1,electric,unknown,0,83,95,57,85,105,65,1.1,30.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
125,Magmar,126,1,fire,unknown,0,95,100,57,85,93,65,1.3,44.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
126,Pinsir,127,1,bug,unknown,0,155,65,120,90,105,65,1.5,55.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
127,Tauros,128,1,normal,unknown,0,100,40,95,70,110,75,1.4,88.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,Magikarp,129,1,water,unknown,0,10,15,55,20,80,20,0.9,10.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
129,Gyarados,130,1,water,flying,0,155,70,109,130,81,95,6.5,235.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
130,Lapras,131,1,water,ice,0,85,85,80,95,60,130,2.5,220.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
131,Ditto,132,1,normal,unknown,0,48,48,48,48,48,48,0.3,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,Eevee,133,1,normal,unknown,0,55,45,50,65,55,55,0.3,6.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,Vaporeon,134,1,water,unknown,0,65,110,60,95,65,130,1.0,29.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
134,Jolteon,135,1,electric,unknown,0,65,110,60,95,130,65,0.8,24.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
135,Flareon,136,1,fire,unknown,0,130,95,60,110,65,65,0.9,25.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
136,Porygon,137,1,normal,unknown,0,60,85,70,75,40,65,0.8,36.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,Omanyte,138,1,rock,water,0,40,90,100,55,35,35,0.4,7.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
138,Omastar,139,1,rock,water,0,60,115,125,70,55,70,1.0,35.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
139,Kabuto,140,1,rock,water,0,80,55,90,45,55,30,0.5,11.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
140,Kabutops,141,1,rock,water,0,115,65,105,70,80,60,1.3,40.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
141,Aerodactyl,142,1,rock,flying,0,135,70,85,95,150,80,1.8,59.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
142,Snorlax,143,1,normal,unknown,0,110,65,65,110,30,160,2.1,460.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,Articuno,144,1,ice,flying,1,85,95,100,125,85,90,1.7,55.4,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
144,Zapdos,145,1,electric,flying,1,90,125,85,90,100,90,1.6,52.6,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
145,Moltres,146,1,fire,flying,1,100,125,90,85,90,90,2.0,60.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
146,Dratini,147,1,dragon,unknown,0,64,50,45,50,50,41,1.8,3.3,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
147,Dragonair,148,1,dragon,unknown,0,84,70,65,70,70,61,4.0,16.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
148,Dragonite,149,1,dragon,flying,0,134,100,95,100,80,91,2.2,210.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
149,Mewtwo,150,1,psychic,unknown,1,150,194,70,120,140,106,2.0,122.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
150,Mew,151,1,psychic,unknown,1,100,100,100,100,100,100,0.4,4.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
151,Chikorita,152,2,grass,unknown,0,49,49,65,65,45,45,0.9,6.4,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
152,Bayleef,153,2,grass,unknown,0,62,63,80,80,60,60,1.2,15.8,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
153,Meganium,154,2,grass,unknown,0,82,83,100,100,80,80,1.8,100.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
154,Cyndaquil,155,2,fire,unknown,0,52,60,43,50,65,39,0.5,7.9,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
155,Quilava,156,2,fire,unknown,0,64,80,58,65,80,58,0.9,19.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
156,Typhlosion,157,2,fire,unknown,0,84,109,78,85,100,78,1.7,79.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
157,Totodile,158,2,water,unknown,0,65,44,64,48,43,50,0.6,9.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
158,Croconaw,159,2,water,unknown,0,80,59,80,63,58,65,1.1,25.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
159,Feraligatr,160,2,water,unknown,0,105,79,100,83,78,85,2.3,88.8,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
160,Sentret,161,2,normal,unknown,0,46,35,34,45,20,35,0.8,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,Furret,162,2,normal,unknown,0,76,45,64,55,90,85,1.8,32.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,Hoothoot,163,2,normal,flying,0,30,36,30,56,50,60,0.7,21.2,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
163,Noctowl,164,2,normal,flying,0,50,86,50,96,70,100,1.6,40.8,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
164,Ledyba,165,2,bug,flying,0,20,40,30,80,55,40,1.0,10.8,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
165,Ledian,166,2,bug,flying,0,35,55,50,110,85,55,1.4,35.6,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
166,Spinarak,167,2,bug,poison,0,60,40,40,40,30,40,0.5,8.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
167,Ariados,168,2,bug,poison,0,90,60,70,70,40,70,1.1,33.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
168,Crobat,169,2,poison,flying,0,90,70,80,80,130,85,1.8,75.0,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0
169,Chinchou,170,2,water,electric,0,38,56,38,56,67,75,0.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5
170,Lanturn,171,2,water,electric,0,58,76,58,76,67,125,1.2,22.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5
171,Pichu,172,2,electric,unknown,0,40,35,15,35,60,20,0.3,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
172,Cleffa,173,2,fairy,unknown,0,25,45,28,55,15,50,0.3,3.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
173,Igglybuff,174,2,normal,fairy,0,30,40,15,20,15,90,0.3,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
174,Togepi,175,2,fairy,unknown,0,20,40,65,65,20,35,0.3,1.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
175,Togetic,176,2,fairy,flying,0,40,80,85,105,40,55,0.6,3.2,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
176,Natu,177,2,psychic,flying,0,50,70,45,45,70,40,0.2,2.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
177,Xatu,178,2,psychic,flying,0,75,95,70,70,95,65,1.5,15.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
178,Mareep,179,2,electric,unknown,0,40,65,40,45,35,55,0.6,7.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
179,Flaaffy,180,2,electric,unknown,0,55,80,55,60,45,70,0.8,13.3,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,Ampharos,181,2,electric,unknown,0,95,165,105,110,45,90,1.4,61.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,Bellossom,182,2,grass,unknown,0,80,90,95,100,50,75,0.4,5.8,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
182,Marill,183,2,water,fairy,0,20,20,50,50,40,70,0.4,8.5,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
183,Azumarill,184,2,water,fairy,0,50,60,80,80,50,100,0.8,28.5,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
184,Sudowoodo,185,2,rock,unknown,0,100,30,115,65,30,70,1.2,38.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
185,Politoed,186,2,water,unknown,0,75,90,75,100,70,90,1.1,33.9,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
186,Hoppip,187,2,grass,flying,0,35,35,40,55,50,35,0.4,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
187,Skiploom,188,2,grass,flying,0,45,45,50,65,80,55,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
188,Jumpluff,189,2,grass,flying,0,55,55,70,95,110,75,0.8,3.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
189,Aipom,190,2,normal,unknown,0,70,40,55,55,85,55,0.8,11.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,Sunkern,191,2,grass,unknown,0,30,30,30,30,30,30,0.3,1.8,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
191,Sunflora,192,2,grass,unknown,0,75,105,55,85,30,75,0.8,8.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
192,Yanma,193,2,bug,flying,0,65,75,45,45,95,65,1.2,38.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
193,Wooper,194,2,water,ground,0,45,25,45,25,15,55,0.4,8.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
194,Quagsire,195,2,water,ground,0,85,65,85,65,35,95,1.4,75.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
195,Espeon,196,2,psychic,unknown,0,65,130,60,95,110,65,0.9,26.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
196,Umbreon,197,2,dark,unknown,0,65,60,110,130,65,95,1.0,27.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
197,Murkrow,198,2,dark,flying,0,85,85,42,42,91,60,0.5,2.1,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
198,Slowking,199,2,water,psychic,0,75,100,80,110,30,95,2.0,79.5,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
199,Misdreavus,200,2,ghost,unknown,0,60,85,60,85,85,60,0.7,1.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
200,Unown,201,2,psychic,unknown,0,72,72,48,48,48,48,0.5,5.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
201,Wobbuffet,202,2,psychic,unknown,0,33,33,58,58,33,190,1.3,28.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
202,Girafarig,203,2,normal,psychic,0,80,90,65,65,85,70,1.5,41.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
203,Pineco,204,2,bug,unknown,0,65,35,90,35,15,50,0.6,7.2,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
204,Forretress,205,2,bug,steel,0,90,60,140,60,40,75,1.2,125.8,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
205,Dunsparce,206,2,normal,unknown,0,70,65,70,65,45,100,1.5,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,Gligar,207,2,ground,flying,0,75,35,105,65,85,65,1.1,64.8,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
207,Steelix,208,2,steel,ground,0,125,55,230,95,30,75,9.2,400.0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
208,Snubbull,209,2,fairy,unknown,0,80,40,50,40,30,60,0.6,7.8,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
209,Granbull,210,2,fairy,unknown,0,120,60,75,60,45,90,1.4,48.7,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
210,Qwilfish,211,2,water,poison,0,95,55,85,55,85,65,0.5,3.9,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
211,Scizor,212,2,bug,steel,0,150,65,140,100,75,70,1.8,118.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
212,Shuckle,213,2,bug,rock,0,10,10,230,230,5,20,0.6,20.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
213,Heracross,214,2,bug,fight,0,185,40,115,105,75,80,1.5,54.0,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
214,Sneasel,215,2,dark,ice,0,95,35,55,75,115,55,0.9,28.0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
215,Teddiursa,216,2,normal,unknown,0,80,50,50,50,40,60,0.6,8.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
216,Ursaring,217,2,normal,unknown,0,130,75,75,75,55,90,1.8,125.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,Slugma,218,2,fire,unknown,0,40,70,40,40,20,40,0.7,35.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
218,Magcargo,219,2,fire,rock,0,50,90,120,80,30,60,0.8,55.0,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0
219,Swinub,220,2,ice,ground,0,50,30,40,30,50,50,0.4,6.5,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
220,Piloswine,221,2,ice,ground,0,100,60,80,60,50,100,1.1,55.8,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
221,Corsola,222,2,water,rock,0,55,65,95,95,35,65,0.6,5.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
222,Remoraid,223,2,water,unknown,0,65,65,35,35,65,35,0.6,12.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
223,Octillery,224,2,water,unknown,0,105,105,75,75,45,75,0.9,28.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
224,Delibird,225,2,ice,flying,0,55,65,45,45,75,45,0.9,16.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
225,Mantine,226,2,water,flying,0,40,80,70,140,70,85,2.1,220.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
226,Skarmory,227,2,steel,flying,0,80,40,140,70,70,65,1.7,50.5,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
227,Houndour,228,2,dark,fire,0,60,80,30,50,65,45,0.6,10.8,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
228,Houndoom,229,2,dark,fire,0,90,140,90,90,115,75,1.4,35.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
229,Kingdra,230,2,water,dragon,0,95,95,95,95,85,75,1.8,152.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
230,Phanpy,231,2,ground,unknown,0,60,40,60,40,40,90,0.5,33.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
231,Donphan,232,2,ground,unknown,0,120,60,120,60,50,90,1.1,120.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
232,Porygon2,233,2,normal,unknown,0,80,105,90,95,60,85,0.6,32.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,Stantler,234,2,normal,unknown,0,95,85,62,65,85,73,1.4,71.2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,Smeargle,235,2,normal,unknown,0,20,20,35,45,75,55,1.2,58.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
235,Tyrogue,236,2,fight,unknown,0,35,35,35,35,35,35,0.7,21.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
236,Hitmontop,237,2,fight,unknown,0,95,35,95,110,70,50,1.4,48.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
237,Smoochum,238,2,ice,psychic,0,30,85,15,65,65,45,0.4,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0
238,Elekid,239,2,electric,unknown,0,63,65,37,55,95,45,0.6,23.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
239,Magby,240,2,fire,unknown,0,75,70,37,55,83,45,0.7,21.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
240,Miltank,241,2,normal,unknown,0,80,40,105,70,100,95,1.2,75.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
241,Blissey,242,2,normal,unknown,0,10,75,10,135,55,255,1.5,46.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
242,Raikou,243,2,electric,unknown,1,85,115,75,100,115,90,1.9,178.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
243,Entei,244,2,fire,unknown,1,115,90,85,75,100,115,2.1,198.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
244,Suicune,245,2,water,unknown,1,75,90,115,115,85,100,2.0,187.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
